rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
68,RISK-OUTAGE_APPLICATION-APPLICATIONS-7FC4D717,CL-000067,Critical application outage disrupts business operations,Technology,Distribution Operations,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Distribution Operations. Evidence window: 2025-10-22 to 2025-10-22 across 1 source(s). Representative sources: AWS outage disrupts logistics platforms - Transport Intelligence,"OUTAGE_APPLICATION affecting applications can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-10-22,2025-10-22,Transport Intelligence,https://news.google.com/rss/articles/CBMiekFVX3lxTE44bldQaDNubHVYck9FcTRxZ0NObUtnS0s2UHVDalpwZEhwbWVJNmVkcVRSMWtaU0dCTk84c0REbUdPemhCUmhFQVgxRV94TjJ1ODVYRGw4alNRNnZZaGRIeERDV3JpMk1ITVFNNk1FaGt1NzIzTmF6S19n?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Distribution Operations.
69,RISK-REGULATORY_ENFORCEMENT-UNKNOWN-7B3945EE,CL-000070,Regulatory enforcement action increases compliance exposure,Regulatory,Compliance & Governance,REGULATORY_ENFORCEMENT,UNKNOWN,8,2,4,8,,Weak,Low,False,,Perform gap assessment against applicable requirements | Document evidence and controls,ISO22301; NIST 800-53 (as applicable),Risk signal (Weak): REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-11-01 to 2025-11-01 across 1 source(s). Representative sources: Regulatory Reset: How deregulation is disrupting trucking in 2025 - Logistics Management,"REGULATORY_ENFORCEMENT affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-11-01,2025-11-01,Logistics Management,https://news.google.com/rss/articles/CBMipAFBVV95cUxPUkJQaXRyR04xZGZyWmZuckRrVURya2NVSnRDUk5BV0RUZmxQemY3dk8wRkdSS3c1MTFkWFdrTmxPVWQ1aHF2cGlzSDY0cmpMVGdwYkNURDJjRVB1QjNUaUFHbC1Rbk5PR0Y1SVpuTmlKYUtFcGNWLXE3eG5kSTE3c3BlRGlsMlhOckNBTjhHb1o4Q3NUN25oa2JYTjdoR3ZvYmpnbQ?oc=5,,,REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance.
70,RISK-SECURITY_BREACH-UNKNOWN-3FD148F9,CL-000071,Third-party breach increases data exposure and compliance risk,Cyber,Cybersecurity,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Low,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Cybersecurity. Evidence window: 2025-11-03 to 2025-11-03 across 1 source(s). Representative sources: Japanese retailer Askul confirms data leak after cyberattack claimed by Russia-linked group - The Record from Recorded Future News,"SECURITY_BREACH affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-11-03,2025-11-03,The Record from Recorded Future News,https://news.google.com/rss/articles/CBMiekFVX3lxTE5GVHZBNTloWkRGZ2FucTJTWUVRdmNVNmNzOFExZnNhcFNPYW5JR3dfN3hfMUVIc0JVVldXVERkTEVkT2RMRVlqN0xWZTJUdzBJcUVVc3BacU9yekJ4TzAyRGZNRkwxaWJoVUFzQk5QSnBxYzVRQThlZVNB?oc=5,leak,,SECURITY_BREACH affecting UNKNOWN in Cybersecurity.
71,RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000074,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Cloud Infrastructure. Evidence window: 2025-11-14 to 2025-11-14 across 1 source(s). Representative sources: How Should We Address the Amazon Web Services Outage? - promarket.org,"OUTAGE_APPLICATION affecting applications can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2025-11-14,2025-11-14,promarket.org,https://news.google.com/rss/articles/CBMilAFBVV95cUxNWDRmZTg2ZWlpVzMtSEhSUGxFakFaN00xWGRhQm1NQ0RxSmE4TFZVQV9xOFFnZFJvU1JEWm82Y0VWelBIeXIxV3Zad296VjJlVTllbDI0R0ZnUi1NeUZoOUdIN29WZkp0eWVaUnlydzNjLW5IWEJ5R1NlZmdIN0ljLVMtUlhjdnMzc2lTQzUyRXFaVVRD?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Cloud Infrastructure.
72,RISK-OUTAGE_APPLICATION-APPLICATIONS-2A703313,CL-000075,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Order Processing. Evidence window: 2025-11-17 to 2025-11-17 across 1 source(s). Representative sources: SAP apologizes for customer portal outage - theregister.com,"OUTAGE_APPLICATION affecting applications can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-11-17,2025-11-17,theregister.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9TTkp4ZjFVd1B1Zm5Wekp3dmpmS19OSTYzeHhyeGtYXzZkRnZMUGFKRnRNY1NvMnBpYWE5TVRMZUM2S3N0Z2kyS3Etd1pQWDlKb19ZTzBKNVNNX0c2OEt3eHpxS3Y3NUZ6?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Order Processing.
73,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000076,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-11-18 to 2025-11-18 across 1 source(s). Representative sources: Cloudflare traces hours-long outage to one single file - Axios,"OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-11-18,2025-11-18,Axios,https://news.google.com/rss/articles/CBMieEFVX3lxTE5JMUFFVkJwQ1ZFQXMya2g2TjZELXRVeE0wdVN0ZFE1SS02NnlMTnZ4NmVyQ3I0S1RBOEFMTUVCelVwNUpwejUzaDRfbGlfOU5ua2xxUUhmWkxlWnpmUXR2UGVmVlhoc2VYZXVXeF9rM09rY1hYZ1FFbw?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Supplier Integration.
74,RISK-OUTAGE_APPLICATION-APPLICATIONS-7886056C,CL-000077,Critical application outage disrupts business operations,Technology,Network Infrastructure,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Network Infrastructure. Evidence window: 2025-11-18 to 2025-11-18 across 1 source(s). Representative sources: Cloudflare outage on November 18, 2025 - The Cloudflare Blog","OUTAGE_APPLICATION affecting applications can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2025-11-18,2025-11-18,The Cloudflare Blog,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBtNEtuR1ZlR0Vsa2tNa2k4MEMtYzlreXV2alBhN1lvMHB2cHBEVV93cld2ZExoRHRKWFJpUl9nMjE0M0NtaFVsU3hDMXBfMEJrbGpzMmFqVXh3UGthSUlJaEtR?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Network Infrastructure.
75,RISK-SECURITY_BREACH-UNKNOWN-00BE8D73,CL-000081,Third-party breach increases data exposure and compliance risk,Cyber,Identity & Access Management,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Low,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,"Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-11-28 to 2025-11-28 across 1 source(s). Representative sources: Gainsight Verifies Token Breach Linked to Salesforce Advisory, Issues New IOCs - gbhackers.com","SECURITY_BREACH affecting UNKNOWN can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2025-11-28,2025-11-28,gbhackers.com,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9QQlZacHozOFRjSWxaTDNCbWRPOHNrWXF3REVSd3VtbTRuMEs1V2JxY3FUNFhfeVNhVzcyaDdBUlhLdmFDYVh5dTlEZ3pJMnRQTkxITm9KQWUtdkF2Nk5XT0lkYnA?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Identity & Access Management.
76,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000082,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-12-01 to 2025-12-01 across 1 source(s). Representative sources: Shopify Outage Resolved After Disrupting Cyber Monday Sales - The Tech Buzz,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2025-12-01,2025-12-01,The Tech Buzz,https://news.google.com/rss/articles/CBMilwFBVV95cUxNMmxhZmI4a0Y3WE1nZTFTTFlRaFJPWjVBQXNuVlN0eWtZYzlZU1oyRGFTZGlhdnR1ejMwNFB6S3U3NXNDYi1rVGNVNDd3NDBHWGgtZ1kzZnJqOTR4Y0xQWDVKWk9kY25GZ0Q4UFFDUGpiX0tfQmcwZXB3dkdaUjF6MkhDaDhIbVBKWWtHa2k2dEZucVhXQ2JN?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Identity & Access Management.
77,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000083,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Delta Cancels 100s of Flights at Detroit Amid Outage, DL208 Diverted and More - Aviation A2Z","OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-12-05,2025-12-05,Aviation A2Z,https://news.google.com/rss/articles/CBMilAFBVV95cUxQaUU1SENUbngyWE9iZzBwNDFKZFhBbkdiX25rbWZMNXhWYVdqQWk2dkxCSHl1RkR3cFMzM3JzWmVpZGtIb0tsbGZKMXNFaTJXMGpqRzNndl9HbjVxOUQzdll3TjFsNkFuMFNMXy1xenpLN0FIbWowVVNqR2VlZURzTlh2bHROTHhKTmZYQUh3SzB1cUct?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Supplier Integration.
78,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000085,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Flights resume at Edinburgh Airport after air traffic control outage - BBC,"OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-12-05,2025-12-05,BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9Ea3h1ZWtQQlBhRDZVQVhHVWZ2RjZ1ajZZTUVuNWFPTVVhM1NmRmxRQ3hzeXdEMFVHcmZXU2F5UENVc2xYaDQ4OFM5Q2tNOEQ2eTVvR1dsM1VPR3Fn?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Supplier Integration.
79,RISK-OUTAGE_APPLICATION-APPLICATIONS-F9AF8D8A,CL-000086,Critical application outage disrupts business operations,Technology,Transportation & Logistics,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Transportation & Logistics. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Cloudflare reports issues with dashboard and related APIs, weeks after major outage - Data Center Dynamics","OUTAGE_APPLICATION affecting applications can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2025-12-05,2025-12-05,Data Center Dynamics,https://news.google.com/rss/articles/CBMixAFBVV95cUxNU2N2Y1RHbVk4R3lJZ1poWXJnWWxaZ3RwRmtpb3BlM2oxbDBOQ0lXXzBGTGJGSFdwNkxhRDYtM0pKLUxtdFhXTFVHd05SZXcyc1RIS19tVHVvWkZialB4M3dFUFIzNXNOLXp5ZWVXY0Q4WDN5bWhta3k4VWdwaTI1Q1ozdG9ZNlppSWJPbGVRQW5sZGJaNnJyZ3MzWHhtR2tHWFM3UG52NDBNZU4ycUFvcjdObEg2TFkydFZON0NMOFJDMFlx?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Transportation & Logistics.
80,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000087,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-12-08 to 2025-12-08 across 1 source(s). Representative sources: Banks, Shopify, Zoom Hit Again as Cloudflare's Second December Outage Reveals Your Internet's Fragility - International Business Times UK","OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2025-12-08,2025-12-08,International Business Times UK,https://news.google.com/rss/articles/CBMivAFBVV95cUxPZWJvVEk1RnBFTkdYZmNXMnMyVXJaN014MVc0UE1UQ2pTZ19oVTB0dUZXY2RvNEJlN2Y1c0hCTVY3X1pTVkVLdHRRb2VEUmYxbWNzWXF5dFBIQXpWczhSbFBpNWszNGRNVVNNSzEtb2FiSkt1a1ZBSGVYZk9XdkhhVnBfd2kzemY5dzFSMHo4TnhkVDJ6cEwyQ3ltRGxZY2x1RnA4ekdJN1lHa3k1MWhKZWhhRzlZeDlHRy0zSw?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Identity & Access Management.
81,RISK-OUTAGE_APPLICATION-APPLICATIONS-7FC4D717,CL-000089,Critical application outage disrupts business operations,Technology,Distribution Operations,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Distribution Operations. Evidence window: 2025-12-19 to 2025-12-19 across 1 source(s). Representative sources: Snowflake software update caused 13-hour outage across 10 regions - InfoWorld,"OUTAGE_APPLICATION affecting applications can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-12-19,2025-12-19,InfoWorld,https://news.google.com/rss/articles/CBMisgFBVV95cUxPTU9wN1lEM0NVWTFGM1lNdFpfenhxNTV4MFBrZWxheGZTRjZrU0RvZ2Zvd2JJUzRoQVd4Zzk3ZDJqaU5JalpxNGJTYzdnaldkWlFkMW5CT3VSandGY04zTlNmUWE1TnFLWFBLeDY3ZktrSG51MVkya1dNckVZTlFlaW5tOU1ma2VBdGR4Uzh3R1g3NWdxeUpCVEYzM0FUZGlDbFBVUGh0TFNaVGc1ZkFuM2dB?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Distribution Operations.
82,RISK-OUTAGE_APPLICATION-APPLICATIONS-B2FE743F,CL-000090,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Physical Infrastructure. Evidence window: 2025-12-19 to 2025-12-19 across 1 source(s). Representative sources: A 10-Hour Data Center Outage Is Testing the Ambitions of KKR, GIP - Insurance Journal","OUTAGE_APPLICATION affecting applications can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2025-12-19,2025-12-19,Insurance Journal,https://news.google.com/rss/articles/CBMidkFVX3lxTE5uWG05ZlQ0d2h3c2NONGM5YUxHbUlNRWluV0FfUExlZHhETkU4T2J4UFUtN21fajRmYnp2UVo4bWcyRkZDY0RYdzM1eTZ0cGYwTEFmS0NXaWt4bTZzbDZvamxsd09uX2F6UnpmUERTXzJqdGV2Qmc?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Physical Infrastructure.
83,RISK-REGULATORY_ENFORCEMENT-UNKNOWN-7B3945EE,CL-000091,Regulatory enforcement action increases compliance exposure,Regulatory,Compliance & Governance,REGULATORY_ENFORCEMENT,UNKNOWN,8,2,4,8,,Weak,Low,False,,Perform gap assessment against applicable requirements | Document evidence and controls,ISO22301; NIST 800-53 (as applicable),Risk signal (Weak): REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-12-23 to 2025-12-23 across 1 source(s). Representative sources: Weak enforcement keeps PCI DSS compliance low - Help Net Security,"REGULATORY_ENFORCEMENT affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-12-23,2025-12-23,Help Net Security,https://news.google.com/rss/articles/CBMihAFBVV95cUxQWXBZNzBJaFV6M0NoRGVSUGtHWXZfT2hHU25XNTZnM1NHaUtwRkNZWUlNNG52X2twNWNQVUhaYVI5WFROZk5uWG1Bd1VGMXpKZGQ4cEt4YmduZW1DVHJqM3BGd3diQk5PdERLMC1kOGxGWTdGdGJEb29aQkMyc1YxdHpmeFE?oc=5,enforcement,,REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance.
84,RISK-OUTAGE_APPLICATION-APPLICATIONS-4C1C3243,CL-000096,Critical application outage disrupts business operations,Technology,IT Operations,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in IT Operations. Evidence window: 2026-01-05 to 2026-01-05 across 1 source(s). Representative sources: US hints at cyber role in Venezuela power outage during Caracas operation - Cybernews,"OUTAGE_APPLICATION affecting applications can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-01-05,2026-01-05,Cybernews,https://news.google.com/rss/articles/CBMie0FVX3lxTE1iYWgxVlZLT084LU9fcWJFQ2VPVkFtOXg1aGJwaWZWVGg0QUVPYWhEVE5KdXhONFJwQVh4cXh3VFpYRmliUjhsVEhLanRVQzhCNEtrY21QcjRWM1A2QUxISlBCa28yX1RMQnZ0QUYyTjN3SEIydHNQekotMA?oc=5,outage,,OUTAGE_APPLICATION affecting applications in IT Operations.
85,RISK-OUTAGE_APPLICATION-APPLICATIONS-F9AF8D8A,CL-000101,Critical application outage disrupts business operations,Technology,Transportation & Logistics,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Transportation & Logistics. Evidence window: 2026-01-14 to 2026-01-14 across 1 source(s). Representative sources: What to Know About the Verizon Outage - AOL.com,"OUTAGE_APPLICATION affecting applications can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-01-14,2026-01-14,AOL.com,https://news.google.com/rss/articles/CBMicEFVX3lxTE1fRlo2aC1LOGZKaXI0Z0RJLTJwaXBIaWkzX3VxVTZ6T2RNcTNkOE9aUVJzdzNMUEE3WkJoMVNfWlRIcmswSFdXRlNhX2I3OWM1REtjUjNsX3JaMTJLbllDNzRLcnJYUi1NWl9XMGdQWWc?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Transportation & Logistics.
86,RISK-OUTAGE_APPLICATION-APPLICATIONS-F9AF8D8A,CL-000102,Critical application outage disrupts business operations,Technology,Transportation & Logistics,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Transportation & Logistics. Evidence window: 2026-01-15 to 2026-01-15 across 1 source(s). Representative sources: Verizon promises account credits to those impacted by outage - qz.com,"OUTAGE_APPLICATION affecting applications can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-01-15,2026-01-15,qz.com,https://news.google.com/rss/articles/CBMicEFVX3lxTE45SmhtNjFzLVVGN2VKZGE4dUI4VEFJNGNmcXJhWk1ncjlLVERiR2UxbXEyU3ZwNmE0bnItLUNJY3hfRmdMZ1FNc0QwVXE0ei1jd3lGQ19Mb1ludUV4WVFhTEVXVUNxY1diMlFLR3NHa1Y?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Transportation & Logistics.
87,RISK-OUTAGE_APPLICATION-APPLICATIONS-B2FE743F,CL-000110,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Physical Infrastructure. Evidence window: 2026-01-26 to 2026-01-26 across 1 source(s). Representative sources: TikTok suffers data center outage in US - Data Center Dynamics,"OUTAGE_APPLICATION affecting applications can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-01-26,2026-01-26,Data Center Dynamics,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOQ2hxSmt4NXdkZUtsTzBwNzJZRGVfeFhWY0lwZXFWM05ENVJ3TW1ScGd4SjNOLWNXQWhSNGJLV0ExU3lDSUlUR2o0QVpqMDZkSVhBdzg0d1dKZTl3VDNHaVdqMTVEZVJIbDZQZUVNR3JhejFSZ2RFV2szSl9GM2p6THNVQ0pwZTRDUTNN?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Physical Infrastructure.
88,RISK-OUTAGE_APPLICATION-APPLICATIONS-B2FE743F,CL-000111,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Physical Infrastructure. Evidence window: 2026-01-27 to 2026-01-27 across 1 source(s). Representative sources: Oracle says data center outage causing issues faced by US TikTok users - Reuters,"OUTAGE_APPLICATION affecting applications can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-01-27,2026-01-27,Reuters,https://news.google.com/rss/articles/CBMivgFBVV95cUxOLTJvaHlDNjRaYm84UFNSN21aN0gzdzBSaUI5SHA5MllldnlTTUYyclZrdThEczRvX25FY3M3cHdiLVFwTUY4ZlhGZ3hELVYzUUxjaHVvTVU4YXl3RThTc1d6WGRUamc1Z0FVRk1OdGw2TXlSSjZHakpScDlkdWJvUzdHVk51RmthamtLLUZFRk5UQTMzQkVINE5hT2NLM0hHZTZ4M0tLMEhnUUhFd3pVTVY0TEdjcU5Kd0t0dGdn?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Physical Infrastructure.
